"","license_class","trips_per_day","farebox_per_day","unique_drivers","unique_vehicles","vehicles_per_day","avg_days_vehicles_on_road","avg_hours_per_day_per_vehicle","avg_days_drivers_on_road","avg_hours_per_day_per_driver","avg_minutes_per_trip","percent_of_trips_paid_with_credit_card","trips_per_day_shared","month_year","month_year1","trips_per_month","month_date","farebox_per_month","week","trips_per_week","year","farebox_per_week","total_trips_per_day","shared_trips_per_day_percent"
"144","FHV - High Volume",603801,NA,72893,71731,48772,19,6.3,18.9,6.3,19,NA,140622,"2018-02",Feb 2018,16906428,2018-02-28,NA,"09",4226607,"2018",NA,744423,0.19
"145","FHV - High Volume",555031,NA,72719,71484,46403,20.1,6.2,19.9,6.1,18,NA,126738,"2018-01",Jan 2018,17205961,2018-01-28,NA,"04",3885217,"2018",NA,681769,0.19
"146","FHV - High Volume",553632,NA,71671,70194,46799,20.7,6.3,20.5,6.2,20,NA,118649,"2017-12",Dec 2017,17162592,2017-12-28,NA,"52",3875424,"2017",NA,672281,0.18
"147","FHV - High Volume",517191,NA,69948,68521,46232,20.2,6.2,20,6.1,20,NA,107750,"2017-11",Nov 2017,15515730,2017-11-28,NA,"48",3620337,"2017",NA,624941,0.17
"148","FHV - High Volume",492028,NA,69303,67653,45234,20.7,6.1,20.4,6.1,20,NA,92641,"2017-10",Oct 2017,15252868,2017-10-28,NA,"43",3444196,"2017",NA,584669,0.16
"149","FHV - High Volume",468318,NA,67408,65690,43120,19.7,6.2,19.4,6.1,20,NA,84200,"2017-09",Sep 2017,14049540,2017-09-28,NA,"39",3278226,"2017",NA,552518,0.15
"150","FHV - High Volume",429691,NA,65522,64054,41372,20,6,19.8,6,20,NA,76026,"2017-08",Aug 2017,13320421,2017-08-28,NA,"35",3007837,"2017",NA,505717,0.15
"151","FHV - High Volume",421285,NA,65178,63604,40679,19.8,6,19.6,5.9,20,NA,68756,"2017-07",Jul 2017,13059835,2017-07-28,NA,"30",2948995,"2017",NA,490041,0.14
"152","FHV - High Volume",420017,NA,63721,62331,40408,19.5,5.9,19.2,5.8,21,NA,63620,"2017-06",Jun 2017,12600510,2017-06-28,NA,"26",2940119,"2017",NA,483637,0.13
"153","FHV - High Volume",399546,NA,61532,59795,38015,19.7,5.9,19.4,5.9,NA,NA,NA,"2017-05",May 2017,12385926,2017-05-28,NA,"21",2796822,"2017",NA,NA,NA
"154","FHV - High Volume",393918,NA,58963,57181,36750,19.3,6,18.9,6,NA,NA,NA,"2017-04",Apr 2017,11817540,2017-04-28,NA,"17",2757426,"2017",NA,NA,NA
"155","FHV - High Volume",402938,NA,56768,54836,35619,20.1,6.2,19.7,6.1,NA,NA,NA,"2017-03",Mar 2017,12491078,2017-03-28,NA,"13",2820566,"2017",NA,NA,NA
"156","FHV - High Volume",375693,NA,55552,53577,34850,18.2,6.1,17.8,6,NA,NA,NA,"2017-02",Feb 2017,10519404,2017-02-28,NA,"09",2629851,"2017",NA,NA,NA
"157","FHV - High Volume",344972,NA,54665,52538,32782,19.3,6,18.9,5.9,NA,NA,NA,"2017-01",Jan 2017,10694132,2017-01-28,NA,"04",2414804,"2017",NA,NA,NA
"158","FHV - High Volume",347858,NA,53130,50955,32336,19.7,6.1,19.1,6,NA,NA,NA,"2016-12",Dec 2016,10783598,2016-12-28,NA,"52",2435006,"2016",NA,NA,NA
"159","FHV - High Volume",318664,NA,50932,49110,30921,18.9,5.9,18.4,5.8,NA,NA,NA,"2016-11",Nov 2016,9559920,2016-11-28,NA,"48",2230648,"2016",NA,NA,NA
"160","FHV - High Volume",310749,NA,49545,47758,30097,19.5,6,19,5.9,NA,NA,NA,"2016-10",Oct 2016,9633219,2016-10-28,NA,"43",2175243,"2016",NA,NA,NA
"161","FHV - High Volume",292548,NA,48448,46308,28684,18.6,6,18,5.8,NA,NA,NA,"2016-09",Sep 2016,8776440,2016-09-28,NA,"39",2047836,"2016",NA,NA,NA
"162","FHV - High Volume",263457,NA,45496,43375,25589,18.3,5.9,17.7,5.8,NA,NA,NA,"2016-08",Aug 2016,8167167,2016-08-28,NA,"34",1844199,"2016",NA,NA,NA
"163","FHV - High Volume",252701,NA,40398,38843,23844,19,6,18.5,5.9,NA,NA,NA,"2016-07",Jul 2016,7833731,2016-07-28,NA,"30",1768907,"2016",NA,NA,NA
"164","FHV - High Volume",242233,NA,38771,37615,23824,19,6,18.7,5.9,NA,NA,NA,"2016-06",Jun 2016,7266990,2016-06-28,NA,"26",1695631,"2016",NA,NA,NA
"165","FHV - High Volume",226667,NA,36443,35611,21717,19,6.1,18.7,6,NA,NA,NA,"2016-05",May 2016,7026677,2016-05-28,NA,"21",1586669,"2016",NA,NA,NA
"166","FHV - High Volume",217147,NA,34250,33518,20967,18.9,6.1,18.5,6,NA,NA,NA,"2016-04",Apr 2016,6514410,2016-04-28,NA,"17",1520029,"2016",NA,NA,NA
"167","FHV - High Volume",195837,NA,31716,32016,19685,19.2,5.8,19,5.7,NA,NA,NA,"2016-03",Mar 2016,6070947,2016-03-28,NA,"13",1370859,"2016",NA,NA,NA
"168","FHV - High Volume",201940,NA,32348,31921,19596,17.9,5.9,17.7,5.9,NA,NA,NA,"2016-02",Feb 2016,5856260,2016-02-28,NA,"08",1413580,"2016",NA,NA,NA
"169","FHV - High Volume",166805,NA,32497,32056,19007,18.5,5.5,18.2,5.5,NA,NA,NA,"2016-01",Jan 2016,5170955,2016-01-28,NA,"04",1167635,"2016",NA,NA,NA
"170","FHV - High Volume",168786,NA,31249,30010,18733,19.4,5.6,19,5.6,NA,NA,NA,"2015-12",Dec 2015,5232366,2015-12-28,NA,"52",1181502,"2015",NA,NA,NA
"171","FHV - High Volume",163178,NA,30119,28845,18141,18.9,5.7,18.4,5.6,NA,NA,NA,"2015-11",Nov 2015,4895340,2015-11-28,NA,"47",1142246,"2015",NA,NA,NA
"172","FHV - High Volume",163168,NA,29151,28002,17701,19.6,5.8,19.1,5.7,NA,NA,NA,"2015-10",Oct 2015,5058208,2015-10-28,NA,"43",1142176,"2015",NA,NA,NA
"173","FHV - High Volume",144300,NA,26914,26050,15814,18.2,5.8,17.8,5.7,NA,NA,NA,"2015-09",Sep 2015,4329000,2015-09-28,NA,"39",1010100,"2015",NA,NA,NA
"174","FHV - High Volume",123807,NA,25085,24452,14485,18.4,5.6,18,5.5,NA,NA,NA,"2015-08",Aug 2015,3838017,2015-08-28,NA,"34",866649,"2015",NA,NA,NA
"175","FHV - High Volume",112207,NA,22070,22646,13358,18.3,5.5,17.5,5.4,NA,NA,NA,"2015-07",Jul 2015,3478417,2015-07-28,NA,"30",785449,"2015",NA,NA,NA
"176","FHV - High Volume",102793,NA,20452,19840,12089,18.3,5.6,17.9,5.5,NA,NA,NA,"2015-06",Jun 2015,3083790,2015-06-28,NA,"25",719551,"2015",NA,NA,NA
"177","FHV - High Volume",94103,NA,19076,14122,8120,17.8,5.4,18,5.6,NA,NA,NA,"2015-05",May 2015,2917193,2015-05-28,NA,"21",658721,"2015",NA,NA,NA
"178","FHV - High Volume",82498,NA,16473,16006,9711,18.2,5.6,17.8,5.5,NA,NA,NA,"2015-04",Apr 2015,2474940,2015-04-28,NA,"17",577486,"2015",NA,NA,NA
"179","FHV - High Volume",72889,NA,14995,14290,8579,18.6,5.5,18.2,5.5,NA,NA,NA,"2015-03",Mar 2015,2259559,2015-03-28,NA,"12",510223,"2015",NA,NA,NA
"180","FHV - High Volume",77796,NA,14180,13531,8402,17.4,5.8,17.1,5.8,NA,NA,NA,"2015-02",Feb 2015,2178288,2015-02-28,NA,"08",544572,"2015",NA,NA,NA
"181","FHV - High Volume",60357,NA,13153,12544,7265,18,5.4,17.6,5.3,NA,NA,NA,"2015-01",Jan 2015,1871067,2015-01-28,NA,"04",422499,"2015",NA,NA,NA
"182","FHV - Livery",21637,NA,4608,4467,3013,20.2,5.2,20,5.1,20,NA,NA,"2022-06",Jun 2022,649110,2022-06-28,NA,"26",151459,"2022",NA,NA,NA
"183","FHV - Livery",22572,NA,4800,4619,3092,20.8,5.1,20.4,5,20,NA,NA,"2022-05",May 2022,699732,2022-05-28,NA,"21",158004,"2022",NA,NA,NA
"184","FHV - Livery",22819,NA,4919,4743,3208,20.3,5.2,20,5.1,19,NA,NA,"2022-04",Apr 2022,684570,2022-04-28,NA,"17",159733,"2022",NA,NA,NA
"185","FHV - Livery",26269,NA,5355,5186,3495,20.9,5.3,20.7,5.2,18,NA,NA,"2022-03",Mar 2022,814339,2022-03-28,NA,"13",183883,"2022",NA,NA,NA
"186","FHV - Livery",26237,NA,5453,5299,3548,18.8,5.2,18.6,5.1,18,NA,NA,"2022-02",Feb 2022,734636,2022-02-28,NA,"09",183659,"2022",NA,NA,NA
"187","FHV - Livery",22633,NA,5581,5470,3192,18.1,5,18,4.9,16,NA,NA,"2022-01",Jan 2022,701623,2022-01-28,NA,"04",158431,"2022",NA,NA,NA
"188","FHV - Livery",26708,NA,5359,5211,3404,20.3,5.1,20,5.1,19,NA,NA,"2021-12",Dec 2021,827948,2021-12-28,NA,"52",186956,"2021",NA,NA,NA
"189","FHV - Livery",24410,NA,5121,4962,3214,19.4,5.1,19.2,5,18,NA,NA,"2021-11",Nov 2021,732300,2021-11-28,NA,"47",170870,"2021",NA,NA,NA
"190","FHV - Livery",26531,NA,5637,5438,3467,19.8,5,19.5,5,20,NA,NA,"2021-10",Oct 2021,822461,2021-10-28,NA,"43",185717,"2021",NA,NA,NA
"191","FHV - Livery",24869,NA,5494,5343,3301,18.5,5,18.4,4.9,20,NA,NA,"2021-09",Sep 2021,746070,2021-09-28,NA,"39",174083,"2021",NA,NA,NA
"192","FHV - Livery",24503,NA,4756,4654,2941,19.6,5.2,19.5,5.1,19,NA,NA,"2021-08",Aug 2021,759593,2021-08-28,NA,"34",171521,"2021",NA,NA,NA
"193","FHV - Livery",24991,NA,4895,4804,3051,19.7,5.2,19.6,5.2,19,NA,NA,"2021-07",Jul 2021,774721,2021-07-28,NA,"30",174937,"2021",NA,NA,NA
"194","FHV - Livery",29280,NA,5970,5852,3695,18.9,5,18.8,5,19,NA,NA,"2021-06",Jun 2021,878400,2021-06-28,NA,"26",204960,"2021",NA,NA,NA
"195","FHV - Livery",27753,NA,5296,5202,3328,19.8,5.2,19.8,5.2,18,NA,NA,"2021-05",May 2021,860343,2021-05-28,NA,"21",194271,"2021",NA,NA,NA
"196","FHV - Livery",26758,NA,5122,5010,3222,19.3,5.3,19.2,5.2,18,NA,NA,"2021-04",Apr 2021,802740,2021-04-28,NA,"17",187306,"2021",NA,NA,NA
"197","FHV - Livery",28654,NA,5295,5195,3381,20.2,5.4,20.1,5.3,17,NA,NA,"2021-03",Mar 2021,888274,2021-03-28,NA,"12",200578,"2021",NA,NA,NA
"198","FHV - Livery",24316,NA,4872,4786,2930,17.1,5.3,17.1,5.2,17,NA,NA,"2021-02",Feb 2021,680848,2021-02-28,NA,"08",170212,"2021",NA,NA,NA
"199","FHV - Livery",23890,NA,5132,5030,3086,19,5.1,18.9,5,15,NA,NA,"2021-01",Jan 2021,740590,2021-01-28,NA,"04",167230,"2021",NA,NA,NA
"200","FHV - Livery",24385,NA,5474,5372,3281,18.9,5,18.8,5,16,NA,NA,"2020-12",Dec 2020,755935,2020-12-28,NA,"52",170695,"2020",NA,NA,NA
"201","FHV - Livery",24674,NA,5319,5230,3327,19.1,5,19.1,4.9,16,NA,NA,"2020-11",Nov 2020,740220,2020-11-28,NA,"47",172718,"2020",NA,NA,NA
"202","FHV - Livery",24640,NA,5398,5272,3306,19.4,5.1,19.3,5,17,NA,NA,"2020-10",Oct 2020,763840,2020-10-28,NA,"43",172480,"2020",NA,NA,NA
"203","FHV - Livery",24339,NA,5102,4974,3204,19.3,5.1,19.1,5,17,NA,NA,"2020-09",Sep 2020,730170,2020-09-28,NA,"39",170373,"2020",NA,NA,NA
"204","FHV - Livery",25507,NA,5405,5291,3263,19.1,5.2,19,5.1,17,NA,NA,"2020-08",Aug 2020,790717,2020-08-28,NA,"34",178549,"2020",NA,NA,NA
"205","FHV - Livery",23110,NA,4473,4318,2760,19.8,5.5,19.4,5.4,17,NA,NA,"2020-07",Jul 2020,716410,2020-07-28,NA,"30",161770,"2020",NA,NA,NA
"206","FHV - Livery",22723,NA,4250,4192,2770,19.8,5.3,19.8,5.3,16,NA,NA,"2020-06",Jun 2020,681690,2020-06-28,NA,"25",159061,"2020",NA,NA,NA
"207","FHV - Livery",17042,NA,3874,3838,2329,18.8,4.9,18.9,4.9,14,NA,NA,"2020-05",May 2020,528302,2020-05-28,NA,"21",119294,"2020",NA,NA,NA
"208","FHV - Livery",10719,NA,2816,2794,1447,15.5,5.1,15.6,5,13,NA,NA,"2020-04",Apr 2020,321570,2020-04-28,NA,"17",75033,"2020",NA,NA,NA
"209","FHV - Livery",25153,NA,7553,7315,3689,15.6,5,15.4,4.9,16,NA,NA,"2020-03",Mar 2020,779743,2020-03-28,NA,"12",176071,"2020",NA,NA,NA
"210","FHV - Livery",34822,NA,7227,6969,4864,20.2,5.3,19.9,5.2,17,NA,NA,"2020-02",Feb 2020,1009838,2020-02-28,NA,"08",243754,"2020",NA,NA,NA
"211","FHV - Livery",35036,NA,7548,7305,4905,20.8,5.2,20.5,5.1,17,NA,NA,"2020-01",Jan 2020,1086116,2020-01-28,NA,"04",245252,"2020",NA,NA,NA
"212","FHV - Livery",38401,NA,7936,7698,5316,21.4,5.3,21.2,5.2,18,NA,NA,"2019-12",Dec 2019,1190431,2019-12-28,NA,"51",268807,"2019",NA,NA,NA
"213","FHV - Livery",35889,NA,7524,7293,5086,20.9,5.2,20.7,5.1,18,NA,NA,"2019-11",Nov 2019,1076670,2019-11-28,NA,"47",251223,"2019",NA,NA,NA
"214","FHV - Livery",38855,NA,8217,7920,5503,21.5,5.2,21.2,5.1,18,NA,NA,"2019-10",Oct 2019,1204505,2019-10-28,NA,"43",271985,"2019",NA,NA,NA
"215","FHV - Livery",19312,NA,4183,3979,2633,19.9,5.3,19.2,5.2,21,NA,NA,"2019-09",Sep 2019,579360,2019-09-28,NA,"38",135184,"2019",NA,NA,NA
"216","FHV - Livery",38815,NA,8104,7824,5441,21.6,5.3,21.3,5.2,18,NA,NA,"2019-08",Aug 2019,1203265,2019-08-28,NA,"34",271705,"2019",NA,NA,NA
"217","FHV - Livery",41492,NA,8474,8150,5682,21.6,5.3,21.3,5.2,18,NA,NA,"2019-07",Jul 2019,1286252,2019-07-28,NA,"29",290444,"2019",NA,NA,NA
"218","FHV - Livery",43938,NA,8569,8224,5856,21.4,5.4,21.1,5.3,18,NA,NA,"2019-06",Jun 2019,1318140,2019-06-28,NA,"25",307566,"2019",NA,NA,NA
"219","FHV - Livery",44781,NA,8581,8228,5868,22.1,5.5,21.7,5.3,17,NA,NA,"2019-05",May 2019,1388211,2019-05-28,NA,"21",313467,"2019",NA,NA,NA
"220","FHV - Livery",44846,NA,8469,8175,5844,21.4,5.5,21.1,5.4,17,NA,NA,"2019-04",Apr 2019,1345380,2019-04-28,NA,"16",313922,"2019",NA,NA,NA
"221","FHV - Livery",32099,NA,8216,7918,4737,18.5,4.9,18.3,4.8,17,NA,NA,"2019-03",Mar 2019,995069,2019-03-28,NA,"12",224693,"2019",NA,NA,NA
"222","FHV - Livery",44638,NA,8776,8440,5992,19.9,5.4,19.6,5.3,17,NA,NA,"2019-02",Feb 2019,1249864,2019-02-28,NA,"08",312466,"2019",NA,NA,NA
"223","FHV - Livery",41974,NA,8717,8368,5834,21.6,5.3,21.1,5.2,17,NA,30,"2019-01",Jan 2019,1301194,2019-01-28,NA,"04",293818,"2019",NA,42004,0
"224","FHV - Livery",48951,NA,9682,9247,6460,21.7,5.5,21.2,5.3,18,NA,35,"2018-12",Dec 2018,1517481,2018-12-28,NA,"52",342657,"2018",NA,48986,0
"225","FHV - Livery",47205,NA,9584,9195,6464,21.1,5.4,20.7,5.2,18,NA,36,"2018-11",Nov 2018,1416150,2018-11-28,NA,"48",330435,"2018",NA,47241,0
"226","FHV - Livery",44990,NA,9558,9182,6382,21.5,5.3,21.2,5.2,19,NA,34,"2018-10",Oct 2018,1394690,2018-10-28,NA,"43",314930,"2018",NA,45024,0
"227","FHV - Livery",42058,NA,8697,8414,5823,20.8,5.3,20.4,5.2,18,NA,35,"2018-09",Sep 2018,1261740,2018-09-28,NA,"39",294406,"2018",NA,42093,0
"228","FHV - Livery",46411,NA,9603,9321,6418,21.3,5.3,21,5.2,18,NA,15,"2018-08",Aug 2018,1438741,2018-08-28,NA,"35",324877,"2018",NA,46426,0
"229","FHV - Livery",44963,NA,9649,9396,6378,21,5.3,20.8,5.2,18,NA,18,"2018-07",Jul 2018,1393853,2018-07-28,NA,"30",314741,"2018",NA,44981,0
"230","FHV - Livery",55453,NA,10655,10332,7357,21.4,5.5,21.1,5.3,18,NA,18,"2018-06",Jun 2018,1663590,2018-06-28,NA,"26",388171,"2018",NA,55471,0
"231","FHV - Livery",55083,NA,10697,10368,7298,21.8,5.4,21.6,5.3,19,NA,15,"2018-05",May 2018,1707573,2018-05-28,NA,"22",385581,"2018",NA,55098,0
"232","FHV - Livery",57501,NA,11472,11106,7768,21,5.4,20.8,5.3,19,NA,14,"2018-04",Apr 2018,1725030,2018-04-28,NA,"17",402507,"2018",NA,57515,0
"233","FHV - Livery",58458,NA,11687,11313,7795,21.4,5.4,21.1,5.3,19,NA,12,"2018-03",Mar 2018,1812198,2018-03-28,NA,"13",409206,"2018",NA,58470,0
"234","FHV - Livery",58545,NA,12653,12055,8242,19.1,5.3,18.6,5.2,18,NA,19,"2018-02",Feb 2018,1639260,2018-02-28,NA,"09",409815,"2018",NA,58564,0
"235","FHV - Livery",62222,NA,13961,12751,8389,20.4,5.4,19,5.3,17,NA,15,"2018-01",Jan 2018,1928882,2018-01-28,NA,"04",435554,"2018",NA,62237,0
"236","FHV - Livery",64462,NA,13592,12966,8994,21.5,5.3,21,5.2,18,NA,12,"2017-12",Dec 2017,1998322,2017-12-28,NA,"52",451234,"2017",NA,64474,0
"237","FHV - Livery",59254,NA,13304,12807,8986,21.1,5.1,20.8,4.9,18,NA,16,"2017-11",Nov 2017,1777620,2017-11-28,NA,"48",414778,"2017",NA,59270,0
"238","FHV - Livery",59234,NA,13833,13335,9231,21.5,5,21.2,4.9,18,NA,NA,"2017-10",Oct 2017,1836254,2017-10-28,NA,"43",414638,"2017",NA,NA,NA
"239","FHV - Livery",59436,NA,14306,13795,9339,20.3,4.9,20,4.8,18,NA,12,"2017-09",Sep 2017,1783080,2017-09-28,NA,"39",416052,"2017",NA,59448,0
"240","FHV - Livery",59142,NA,14398,13907,9263,20.7,4.9,20.4,4.8,18,NA,6,"2017-08",Aug 2017,1833402,2017-08-28,NA,"35",413994,"2017",NA,59148,0
"241","FHV - Livery",59805,NA,14658,14069,9283,20.5,4.9,20.1,4.8,18,NA,13,"2017-07",Jul 2017,1853955,2017-07-28,NA,"30",418635,"2017",NA,59818,0
"242","FHV - Livery",64389,NA,15171,14250,9525,20.1,5.1,19.4,5,19,NA,12,"2017-06",Jun 2017,1931670,2017-06-28,NA,"26",450723,"2017",NA,64401,0
"243","FHV - Livery",77985,NA,14892,14323,10396,22.5,5.4,22.2,5.3,NA,NA,NA,"2017-05",May 2017,2417535,2017-05-28,NA,"21",545895,"2017",NA,NA,NA
"244","FHV - Livery",81326,NA,15386,14469,10373,21.5,5.6,20.9,5.4,NA,NA,NA,"2017-04",Apr 2017,2439780,2017-04-28,NA,"17",569282,"2017",NA,NA,NA
"245","FHV - Livery",85721,NA,15711,14884,10446,21.8,5.7,21.3,5.5,NA,NA,NA,"2017-03",Mar 2017,2657351,2017-03-28,NA,"13",600047,"2017",NA,NA,NA
"246","FHV - Livery",81985,NA,15605,14975,10746,20.1,5.5,19.8,5.4,NA,NA,NA,"2017-02",Feb 2017,2295580,2017-02-28,NA,"09",573895,"2017",NA,NA,NA
"247","FHV - Livery",79624,NA,15299,14680,10335,21.8,5.6,21.3,5.4,NA,NA,NA,"2017-01",Jan 2017,2468344,2017-01-28,NA,"04",557368,"2017",NA,NA,NA
"248","FHV - Livery",84307,NA,15164,14427,10525,22.6,5.6,22.1,5.5,NA,NA,NA,"2016-12",Dec 2016,2613517,2016-12-28,NA,"52",590149,"2016",NA,NA,NA
"249","FHV - Livery",80717,NA,15223,14489,10571,21.9,5.5,21.5,5.3,NA,NA,NA,"2016-11",Nov 2016,2421510,2016-11-28,NA,"48",565019,"2016",NA,NA,NA
"250","FHV - Livery",81340,NA,15530,14880,10729,22.4,5.5,22,5.3,NA,NA,NA,"2016-10",Oct 2016,2521540,2016-10-28,NA,"43",569380,"2016",NA,NA,NA
"251","FHV - Livery",82088,NA,15503,14680,10715,21.9,5.5,21.4,5.3,NA,NA,NA,"2016-09",Sep 2016,2462640,2016-09-28,NA,"39",574616,"2016",NA,NA,NA
"252","FHV - Livery",83283,NA,16226,15422,10916,21.9,5.5,21.4,5.3,NA,NA,NA,"2016-08",Aug 2016,2581773,2016-08-28,NA,"34",582981,"2016",NA,NA,NA
"253","FHV - Livery",85737,NA,16492,15435,10851,21.8,5.6,21.1,5.4,NA,NA,NA,"2016-07",Jul 2016,2657847,2016-07-28,NA,"30",600159,"2016",NA,NA,NA
"254","FHV - Livery",96337,NA,17481,16512,12114,22,5.6,21.5,5.5,NA,NA,NA,"2016-06",Jun 2016,2890110,2016-06-28,NA,"26",674359,"2016",NA,NA,NA
"255","FHV - Livery",100070,NA,21928,16951,12374,22.6,5.7,18.3,5.4,NA,NA,NA,"2016-05",May 2016,3102170,2016-05-28,NA,"21",700490,"2016",NA,NA,NA
"256","FHV - Livery",101203,NA,18275,17192,12538,21.9,5.7,21.3,5.5,NA,NA,NA,"2016-04",Apr 2016,3036090,2016-04-28,NA,"17",708421,"2016",NA,NA,NA
"257","FHV - Livery",95707,NA,16805,15852,11562,22.6,5.8,22.2,5.6,NA,NA,NA,"2016-03",Mar 2016,2966917,2016-03-28,NA,"13",669949,"2016",NA,NA,NA
"258","FHV - Livery",98897,NA,17135,16039,11676,21.1,5.8,20.6,5.6,NA,NA,NA,"2016-02",Feb 2016,2868013,2016-02-28,NA,"08",692279,"2016",NA,NA,NA
"259","FHV - Livery",89661,NA,19667,18782,11958,19.7,5.3,19.4,5.1,NA,NA,NA,"2016-01",Jan 2016,2779491,2016-01-28,NA,"04",627627,"2016",NA,NA,NA
"260","FHV - Livery",97134,NA,17652,16698,12283,22.8,5.7,22.3,5.5,NA,NA,NA,"2015-12",Dec 2015,3011154,2015-12-28,NA,"52",679938,"2015",NA,NA,NA
"261","FHV - Livery",93451,NA,17933,16777,12166,21.8,5.5,21.4,5.3,NA,NA,NA,"2015-11",Nov 2015,2803530,2015-11-28,NA,"47",654157,"2015",NA,NA,NA
"262","FHV - Livery",91468,NA,17790,16712,11834,22,5.6,21.6,5.3,NA,NA,NA,"2015-10",Oct 2015,2835508,2015-10-28,NA,"43",640276,"2015",NA,NA,NA
"263","FHV - Livery",60764,NA,11595,10792,7851,21.8,5.6,21,5.4,NA,NA,NA,"2015-09",Sep 2015,1822920,2015-09-28,NA,"39",425348,"2015",NA,NA,NA
"264","FHV - Livery",34450,NA,7141,6327,4379,21.5,5.7,19.9,5.4,NA,NA,NA,"2015-08",Aug 2015,1067950,2015-08-28,NA,"34",241150,"2015",NA,NA,NA
"265","FHV - Livery",18526,NA,4306,3815,2365,19.2,5.7,17.9,5.4,NA,NA,NA,"2015-07",Jul 2015,574306,2015-07-28,NA,"30",129682,"2015",NA,NA,NA
"266","FHV - Livery",25626,NA,4800,4281,3008,21.1,5.8,19.5,5.6,NA,NA,NA,"2015-06",Jun 2015,768780,2015-06-28,NA,"25",179382,"2015",NA,NA,NA
"267","FHV - Livery",31153,NA,6540,5779,3836,20.6,5.6,19,5.4,NA,NA,NA,"2015-05",May 2015,965743,2015-05-28,NA,"21",218071,"2015",NA,NA,NA
"268","FHV - Livery",33619,NA,7121,6416,4530,21.2,5.4,20,5.2,NA,NA,NA,"2015-04",Apr 2015,1008570,2015-04-28,NA,"17",235333,"2015",NA,NA,NA
"269","FHV - Livery",25025,NA,4275,4087,3052,23.2,5.6,23,5.4,NA,NA,NA,"2015-03",Mar 2015,775775,2015-03-28,NA,"12",175175,"2015",NA,NA,NA
"270","FHV - Livery",23250,NA,4227,3971,2901,20.5,5.4,20.2,5.2,NA,NA,NA,"2015-02",Feb 2015,651000,2015-02-28,NA,"08",162750,"2015",NA,NA,NA
"271","FHV - Livery",20740,NA,4526,4181,2848,21.1,5.2,20.5,5,NA,NA,NA,"2015-01",Jan 2015,642940,2015-01-28,NA,"04",145180,"2015",NA,NA,NA
"272","FHV - Lux Limo",1155,NA,1479,1382,534,11.6,2.1,11.2,2.1,70,NA,NA,"2022-06",Jun 2022,34650,2022-06-28,NA,"26",8085,"2022",NA,NA,NA
"273","FHV - Lux Limo",1221,NA,1539,1495,557,11.6,2.2,11.5,2.1,69,NA,NA,"2022-05",May 2022,37851,2022-05-28,NA,"21",8547,"2022",NA,NA,NA
"274","FHV - Lux Limo",1413,NA,1572,1514,623,12.3,2.2,12.3,2.2,67,NA,NA,"2022-04",Apr 2022,42390,2022-04-28,NA,"17",9891,"2022",NA,NA,NA
"275","FHV - Lux Limo",1405,NA,1501,1445,627,13.5,2.2,13.4,2.2,65,NA,NA,"2022-03",Mar 2022,43555,2022-03-28,NA,"13",9835,"2022",NA,NA,NA
"276","FHV - Lux Limo",1267,NA,1473,1416,597,11.8,2.1,11.6,2.1,64,NA,NA,"2022-02",Feb 2022,35476,2022-02-28,NA,"09",8869,"2022",NA,NA,NA
"277","FHV - Lux Limo",763,NA,1243,1206,407,10.5,1.9,10.5,1.8,61,NA,NA,"2022-01",Jan 2022,23653,2022-01-28,NA,"04",5341,"2022",NA,NA,NA
"278","FHV - Lux Limo",1081,NA,1493,1425,503,10.9,2.1,10.7,2.1,66,NA,NA,"2021-12",Dec 2021,33511,2021-12-28,NA,"52",7567,"2021",NA,NA,NA
"279","FHV - Lux Limo",1347,NA,1511,1432,591,12.4,2.3,12.2,2.2,67,NA,NA,"2021-11",Nov 2021,40410,2021-11-28,NA,"47",9429,"2021",NA,NA,NA
"280","FHV - Lux Limo",1126,NA,1378,1320,522,12.3,2.1,11.8,2.1,70,NA,NA,"2021-10",Oct 2021,34906,2021-10-28,NA,"43",7882,"2021",NA,NA,NA
"281","FHV - Lux Limo",1025,NA,1362,1291,482,11.2,2.1,10.9,2,72,NA,NA,"2021-09",Sep 2021,30750,2021-09-28,NA,"39",7175,"2021",NA,NA,NA
"282","FHV - Lux Limo",665,NA,998,955,337,11,2,10.7,1.9,72,NA,NA,"2021-08",Aug 2021,20615,2021-08-28,NA,"34",4655,"2021",NA,NA,NA
"283","FHV - Lux Limo",700,NA,1159,1137,362,9.9,1.9,9.8,1.9,71,NA,NA,"2021-07",Jul 2021,21700,2021-07-28,NA,"30",4900,"2021",NA,NA,NA
"284","FHV - Lux Limo",928,NA,1184,1152,437,11.4,2.1,11.3,2.1,71,NA,NA,"2021-06",Jun 2021,27840,2021-06-28,NA,"26",6496,"2021",NA,NA,NA
"285","FHV - Lux Limo",727,NA,956,900,339,11.7,2.1,11.2,2.1,66,NA,NA,"2021-05",May 2021,22537,2021-05-28,NA,"21",5089,"2021",NA,NA,NA
"286","FHV - Lux Limo",708,NA,915,872,342,11.8,2,11.5,2,59,NA,NA,"2021-04",Apr 2021,21240,2021-04-28,NA,"17",4956,"2021",NA,NA,NA
"287","FHV - Lux Limo",629,NA,812,791,302,11.9,2,11.8,2,56,NA,NA,"2021-03",Mar 2021,19499,2021-03-28,NA,"12",4403,"2021",NA,NA,NA
