"","license_class","trips_per_day","farebox_per_day","unique_drivers","unique_vehicles","vehicles_per_day","avg_days_vehicles_on_road","avg_hours_per_day_per_vehicle","avg_days_drivers_on_road","avg_hours_per_day_per_driver","avg_minutes_per_trip","percent_of_trips_paid_with_credit_card","trips_per_day_shared","month_year","month_year1","trips_per_month","month_date","farebox_per_month","week","trips_per_week","year","farebox_per_week","total_trips_per_day","shared_trips_per_day_percent"
"582","Yellow",507914,6646912,32965,13334,12927,30.1,15,22.5,8.1,12,0.53,NA,"2013-03",Mar 2013,15745334,2013-03-28,206054272,"12",3555398,"2013",46528384,NA,NA
"583","Yellow",499556,6356651,32052,13338,12867,27,14.6,20.4,8.1,11.7,0.54,NA,"2013-02",Feb 2013,13987568,2013-02-28,177986228,"08",3496892,"2013",44496557,NA,NA
"584","Yellow",476544,6045087,32213,13344,12863,29.9,14.4,22.3,8,11.4,0.52,NA,"2013-01",Jan 2013,14772864,2013-01-28,187397697,"04",3335808,"2013",42315609,NA,NA
"585","Yellow",474005,6326604,32257,13346,12806,29.7,14.6,22.4,8,12.5,0.49,NA,"2012-12",Dec 2012,14694155,2012-12-28,196124724,"52",3318035,"2012",44286228,NA,NA
"586","Yellow",459114,6094937,31701,13324,12551,28.3,14.2,21.3,7.9,12.5,0.5,NA,"2012-11",Nov 2012,13773420,2012-11-28,182848110,"48",3213798,"2012",42664559,NA,NA
"587","Yellow",468377,6346508,32104,13328,12555,29.2,14.6,22,8.1,12.8,0.5,NA,"2012-10",Oct 2012,14519687,2012-10-28,196741748,"43",3278639,"2012",44425556,NA,NA
"588","Yellow",484783,6512203,31698,13322,12826,28.9,14.9,22,8.2,12.8,0.5,NA,"2012-09",Sep 2012,14543490,2012-09-28,195366090,"39",3393481,"2012",45585421,NA,NA
"589","Yellow",463841,5357572,30777,13318,12785,29.8,14.4,22.8,8.1,12.3,0.48,NA,"2012-08",Aug 2012,14379071,2012-08-28,166084732,"35",3246887,"2012",37503004,NA,NA
"590","Yellow",463784,5292247,31174,13320,12773,29.7,14.4,22.7,8.1,12.2,0.48,NA,"2012-07",Jul 2012,14377304,2012-07-28,164059657,"30",3246488,"2012",37045729,NA,NA
"591","Yellow",503139,5831841,31561,13332,12940,29.1,15.1,22.6,8.3,12.8,0.48,NA,"2012-06",Jun 2012,15094170,2012-06-28,174955230,"26",3521973,"2012",40822887,NA,NA
"592","Yellow",502097,5838542,31723,13325,12887,30,15.1,23,8.3,12.9,0.47,NA,"2012-05",May 2012,15565007,2012-05-28,180994802,"22",3514679,"2012",40869794,NA,NA
"593","Yellow",515848,5861876,31579,13319,12864,29,15.1,22.2,8.3,12.2,0.47,NA,"2012-04",Apr 2012,15475440,2012-04-28,175856280,"17",3610936,"2012",41033132,NA,NA
"594","Yellow",520764,5860835,31401,13320,12927,30.1,15.1,23.2,8.3,12,0.48,NA,"2012-03",Mar 2012,16143684,2012-03-28,181685885,"13",3645348,"2012",41025845,NA,NA
"595","Yellow",516585,5655691,30803,13317,12896,28.1,14.9,21.8,8.3,11.6,0.48,NA,"2012-02",Feb 2012,14980965,2012-02-28,164015039,"09",3616095,"2012",39589837,NA,NA
"596","Yellow",482811,5220456,30944,13317,12588,29.3,14.5,22.3,8.2,11.3,0.47,NA,"2012-01",Jan 2012,14967141,2012-01-28,161834136,"04",3379677,"2012",36543192,NA,NA
"597","Yellow",481410,5493999,31196,13323,12830,29.9,14.7,22.9,8.2,12.7,0.43,NA,"2011-12",Dec 2011,14923710,2011-12-28,170313969,"52",3369870,"2011",38457993,NA,NA
"598","Yellow",484122,5572296,31022,13319,12858,29,14.7,22.3,8.2,12.9,0.44,NA,"2011-11",Nov 2011,14523660,2011-11-28,167168880,"48",3388854,"2011",39006072,NA,NA
"599","Yellow",506532,5790312,31341,13322,12857,29.9,15,23,8.3,12.7,0.45,NA,"2011-10",Oct 2011,15702492,2011-10-28,179499672,"43",3545724,"2011",40532184,NA,NA
"600","Yellow",487470,5687581,30917,13313,12797,28.8,14.9,22.2,8.3,13.1,0.44,NA,"2011-09",Sep 2011,14624100,2011-09-28,170627430,"39",3412290,"2011",39813067,NA,NA
"601","Yellow",427740,4851734,30144,13295,12216,28.5,13.9,21.9,8,12.1,0.44,NA,"2011-08",Aug 2011,13259940,2011-08-28,150403754,"34",2994180,"2011",33962138,NA,NA
"602","Yellow",475475,5350809,30683,13270,12612,29.5,14.6,22.6,8.3,12.1,0.43,NA,"2011-07",Jul 2011,14739725,2011-07-28,165875079,"30",3328325,"2011",37455663,NA,NA
"603","Yellow",503152,5743238,31094,13285,12760,28.8,15.1,22.4,8.3,12.6,0.43,NA,"2011-06",Jun 2011,15094560,2011-06-28,172297140,"26",3522064,"2011",40202666,NA,NA
"604","Yellow",501708,5730613,31259,13291,12745,29.7,14.9,22.8,8.3,12.5,0.42,NA,"2011-05",May 2011,15552948,2011-05-28,177649003,"21",3511956,"2011",40114291,NA,NA
"605","Yellow",490577,5456034,31022,13302,12178,27.5,15.1,21.3,8.4,12.1,0.42,NA,"2011-04",Apr 2011,14717310,2011-04-28,163681020,"17",3434039,"2011",38192238,NA,NA
"606","Yellow",518212,5717207,30960,13288,12852,30,15,23.1,8.4,11.9,0.43,NA,"2011-03",Mar 2011,16064572,2011-03-28,177233417,"13",3627484,"2011",40020449,NA,NA
"607","Yellow",507167,5474959,30359,13253,12678,26.8,14.9,20.8,8.4,11.8,0.43,NA,"2011-02",Feb 2011,14200676,2011-02-28,153298852,"09",3550169,"2011",38324713,NA,NA
"608","Yellow",434297,4661317,29682,12798,11624,28.2,14.4,21.4,8.2,11.7,0.41,NA,"2011-01",Jan 2011,13463207,2011-01-28,144500827,"04",3040079,"2011",32629219,NA,NA
"609","Yellow",445727,4985892,29414,12491,11612,28.8,14.7,21.9,8.2,12.6,0.38,NA,"2010-12",Dec 2010,13817537,2010-12-28,154562652,"52",3120089,"2010",34901244,NA,NA
"610","Yellow",463701,5165797,29348,12347,11876,28.9,14.8,21.9,8.2,12.2,0.39,NA,"2010-11",Nov 2010,13911030,2010-11-28,154973910,"47",3245907,"2010",36160579,NA,NA
"611","Yellow",457996,5122617,29128,12268,11271,28.5,15.3,21.9,8.4,12.3,0.39,NA,"2010-10",Oct 2010,14197876,2010-10-28,158801127,"43",3205972,"2010",35858319,NA,NA
"612","Yellow",517972,5827246,28989,12221,11765,28.9,14.7,21.7,8.3,12.3,0.38,NA,"2010-09",Sep 2010,15539160,2010-09-28,174817380,"39",3625804,"2010",40790722,NA,NA
"613","Yellow",404115,4490108,28574,12206,11224,28.5,14.4,21.5,8.1,11.8,0.37,NA,"2010-08",Aug 2010,12527565,2010-08-28,139193348,"34",2828805,"2010",31430756,NA,NA
"614","Yellow",472752,5216891,30562,13307,12457,29,14.5,22.3,8.2,NA,0.37,NA,"2010-07",Jul 2010,14655312,2010-07-28,161723621,"30",3309264,"2010",36518237,NA,NA
"615","Yellow",494137,5503949,30812,13305,12671,28.6,14.9,22.2,8.3,NA,0.36,NA,"2010-06",Jun 2010,14824110,2010-06-28,165118470,"26",3458959,"2010",38527643,NA,NA
"616","Yellow",499374,5561218,30950,13309,12729,29.6,14.8,22.7,8.3,NA,0.35,NA,"2010-05",May 2010,15480594,2010-05-28,172397758,"21",3495618,"2010",38928526,NA,NA
"617","Yellow",504798,5502545,30827,13326,12856,28.9,14.8,22.3,8.3,NA,0.35,NA,"2010-04",Apr 2010,15143940,2010-04-28,165076350,"17",3533586,"2010",38517815,NA,NA
"618","Yellow",415567,3011750,28709,12183,10382,26.4,15.1,20.4,8.3,11.5,0.35,NA,"2010-03",Mar 2010,12882577,2010-03-28,93364250,"12",2908969,"2010",21082250,NA,NA
"619","Yellow",397969,3392416,28255,12171,10045,23.1,14.6,17.6,8.3,11.1,0.35,NA,"2010-02",Feb 2010,11143132,2010-02-28,94987648,"08",2785783,"2010",23746912,NA,NA
"620","Yellow",479376,4968817,30659,13305,12727,29.7,14.3,22.5,8.2,NA,0.32,NA,"2010-01",Jan 2010,14860656,2010-01-28,154033327,"04",3355632,"2010",34781719,NA,NA
